matiere,annee,num_question,texte_question
autre,2018,1,Dfinir une proposition subordonne. Prsentez les tapes principales.
autre,2018,2,Donner un exemple de mtaphore. Donnez une application pratique.
autre,2018,3,Identifier une figure de style. Illustrez par un schma simple.
autre,2018,4,Conjuguer un verbe au pass simple. Prsentez les avantages et limites.
autre,2018,5,Rdiger une introduction. Donnez une application pratique.
autre,2018,6,Diffrencier auteur et narrateur. Expliquez avec un exemple concret.
autre,2018,7,Corriger une phrase. Expliquez avec un exemple concret.
autre,2018,8,Transformer un discours direct. Rsumez en quelques lignes.
autre,2018,9,Donner un antonyme. Illustrez par un schma simple.
autre,2018,10,Rdiger un paragraphe argumentatif. Illustrez par un schma simple.
autre,2018,11,Rdiger une introduction. Rsumez en quelques lignes.
autre,2018,12,Expliquer le rle du narrateur. Donnez une dfinition complte.
autre,2018,13,Transformer un discours direct. Illustrez par un schma simple.
autre,2018,14,Corriger une phrase. Expliquez avec un exemple concret.
autre,2018,15,Corriger une phrase. Donnez une application pratique.
autre,2018,16,Identifier une figure de style. Donnez deux exemples prcis.
autre,2018,17,Identifier un temps verbal. Donnez deux exemples prcis.
autre,2018,18,Dfinir une proposition subordonne. Prsentez les tapes principales.
autre,2018,19,Dfinir une proposition subordonne. Expliquez avec un exemple concret.
autre,2018,20,Rdiger un paragraphe argumentatif. Comparez avec une notion proche.
