matiere,annee,num_question,texte_question
histoire-géo,2020,1,Dfinir la colonisation. Expliquez selon le programme de finaliste.
histoire-géo,2020,2,Citer les ressources minires de la RDC. Donnez une dfinition complte.
histoire-géo,2020,3,Citer les provinces de la RDC. Expliquez avec un exemple concret.
histoire-géo,2020,4,Dfinir la dmocratie. Prsentez les avantages et limites.
histoire-géo,2020,5,Dfinir une carte gographique. Expliquez avec un exemple concret.
histoire-géo,2020,6,Dfinir la mondialisation. Donnez une dfinition complte.
histoire-géo,2020,7,Expliquer les migrations. Donnez une application pratique.
histoire-géo,2020,8,Dfinir la colonisation. Comparez avec une notion proche.
histoire-géo,2020,9,Expliquer le changement climatique. Expliquez selon le programme de finaliste.
histoire-géo,2020,10,Expliquer les consquences de la Seconde Guerre mondiale. Donnez une dfinition complte.
histoire-géo,2020,11,Expliquer l’urbanisation. Prsentez les tapes principales.
histoire-géo,2020,12,Expliquer les migrations. Expliquez avec un exemple concret.
histoire-géo,2020,13,Dfinir la mondialisation. Expliquez selon le programme de finaliste.
histoire-géo,2020,14,Citer les causes de la Premire Guerre mondiale. Donnez une dfinition complte.
histoire-géo,2020,15,Dfinir latitude et longitude. Donnez une dfinition complte.
histoire-géo,2020,16,Dfinir un climat tropical. Comparez avec une notion proche.
histoire-géo,2020,17,Citer les pays voisins de la RDC. Donnez deux exemples prcis.
histoire-géo,2020,18,Citer des organisations internationales. Expliquez selon le programme de finaliste.
histoire-géo,2020,19,Dfinir la colonisation. Prsentez les tapes principales.
histoire-géo,2020,20,Citer les ressources minires de la RDC. Donnez une dfinition complte.
