matiere,annee,num_question,texte_question
histoire-géo,2025,1,Expliquer le rle de l’ONU. Donnez une dfinition complte.
histoire-géo,2025,2,Citer les pays voisins de la RDC. Prsentez les tapes principales.
histoire-géo,2025,3,Expliquer les migrations. Expliquez selon le programme de finaliste.
histoire-géo,2025,4,Citer les ressources minires de la RDC. Prsentez les avantages et limites.
histoire-géo,2025,5,Expliquer le rle de l’ONU. Donnez deux exemples prcis.
histoire-géo,2025,6,Expliquer les migrations. Rsumez en quelques lignes.
histoire-géo,2025,7,Dfinir latitude et longitude. Prsentez les avantages et limites.
histoire-géo,2025,8,Citer les causes de la Premire Guerre mondiale. Donnez une application pratique.
histoire-géo,2025,9,Dfinir une carte gographique. Rsumez en quelques lignes.
histoire-géo,2025,10,Dfinir la savane. Comparez avec une notion proche.
histoire-géo,2025,11,Citer les ocans du monde. Expliquez avec un exemple concret.
histoire-géo,2025,12,Citer les provinces de la RDC. Expliquez selon le programme de finaliste.
histoire-géo,2025,13,Expliquer les migrations. Donnez deux exemples prcis.
histoire-géo,2025,14,Expliquer les migrations. Illustrez par un schma simple.
histoire-géo,2025,15,Citer les ocans du monde. Expliquez selon le programme de finaliste.
histoire-géo,2025,16,Citer les pays voisins de la RDC. Illustrez par un schma simple.
histoire-géo,2025,17,Citer les causes de la Premire Guerre mondiale. Expliquez avec un exemple concret.
histoire-géo,2025,18,Citer les causes de la Premire Guerre mondiale. Rsumez en quelques lignes.
histoire-géo,2025,19,Expliquer l’urbanisation. Comparez avec une notion proche.
histoire-géo,2025,20,Dfinir une carte gographique. Expliquez selon le programme de finaliste.
