matiere,annee,num_question,texte_question
biologie,2018,1,Dfinir la mitose. Donnez une dfinition complte.
biologie,2018,2,Citer les besoins nutritifs des plantes. Donnez deux exemples prcis.
biologie,2018,3,Dfinir la mitose. Illustrez par un schma simple.
biologie,2018,4,Diffrencier virus et bactrie. Donnez une application pratique.
biologie,2018,5,Citer les parties d’une cellule. Rsumez en quelques lignes.
biologie,2018,6,Dfinir la photosynthse. Prsentez les tapes principales.
biologie,2018,7,Expliquer le rle de l’ADN. Expliquez selon le programme de finaliste.
biologie,2018,8,Dfinir l’immunit. Expliquez selon le programme de finaliste.
biologie,2018,9,Diffrencier virus et bactrie. Comparez avec une notion proche.
biologie,2018,10,Citer les tapes de la digestion. Expliquez avec un exemple concret.
biologie,2018,11,Dfinir la mitose. Illustrez par un schma simple.
biologie,2018,12,Citer les organes digestifs. Comparez avec une notion proche.
biologie,2018,13,Dfinir un cosystme. Comparez avec une notion proche.
biologie,2018,14,Dfinir la photosynthse. Donnez une dfinition complte.
biologie,2018,15,Citer des maladies infectieuses. Donnez une application pratique.
biologie,2018,16,Dfinir un tissu. Illustrez par un schma simple.
biologie,2018,17,Expliquer le rle des globules rouges. Donnez une application pratique.
biologie,2018,18,Expliquer le rle des globules rouges. Donnez une dfinition complte.
biologie,2018,19,Expliquer la chane alimentaire. Donnez deux exemples prcis.
biologie,2018,20,Dfinir la photosynthse. Donnez une dfinition complte.
