matiere,annee,num_question,texte_question
biologie,2019,1,Expliquer la chane alimentaire. Donnez une application pratique.
biologie,2019,2,Citer les tapes de la digestion. Expliquez selon le programme de finaliste.
biologie,2019,3,Dfinir une maladie hrditaire. Rsumez en quelques lignes.
biologie,2019,4,Expliquer le rle des globules rouges. Donnez une application pratique.
biologie,2019,5,Citer les besoins nutritifs des plantes. Illustrez par un schma simple.
biologie,2019,6,Expliquer la reproduction sexue. Donnez une application pratique.
biologie,2019,7,Dfinir un cosystme. Prsentez les avantages et limites.
biologie,2019,8,Dfinir l’immunit. Rsumez en quelques lignes.
biologie,2019,9,Expliquer le rle de l’ADN. Donnez une dfinition complte.
biologie,2019,10,Citer les parties d’une cellule. Donnez deux exemples prcis.
biologie,2019,11,Dfinir un tissu. Illustrez par un schma simple.
biologie,2019,12,Citer les parties d’une cellule. Illustrez par un schma simple.
biologie,2019,13,Dfinir un cosystme. Expliquez avec un exemple concret.
biologie,2019,14,Citer les organes digestifs. Prsentez les tapes principales.
biologie,2019,15,Expliquer la reproduction sexue. Rsumez en quelques lignes.
biologie,2019,16,Expliquer la reproduction sexue. Expliquez avec un exemple concret.
biologie,2019,17,Dfinir une maladie hrditaire. Prsentez les tapes principales.
biologie,2019,18,Citer des maladies infectieuses. Prsentez les avantages et limites.
biologie,2019,19,Dfinir un cosystme. Donnez une application pratique.
biologie,2019,20,Citer les parties d’une cellule. Illustrez par un schma simple.
