matiere,annee,num_question,texte_question
autre,2023,1,Identifier un champ lexical. Comparez avec une notion proche.
autre,2023,2,Dfinir le registre soutenu. Illustrez par un schma simple.
autre,2023,3,Corriger une phrase. Expliquez selon le programme de finaliste.
autre,2023,4,Corriger une phrase. Prsentez les tapes principales.
autre,2023,5,Former une phrase au conditionnel. Expliquez selon le programme de finaliste.
autre,2023,6,Identifier un temps verbal. Illustrez par un schma simple.
autre,2023,7,Rdiger un paragraphe argumentatif. Expliquez selon le programme de finaliste.
autre,2023,8,Accorder un participe pass. Donnez une dfinition complte.
autre,2023,9,Identifier un champ lexical. Rsumez en quelques lignes.
autre,2023,10,Donner un antonyme. Expliquez selon le programme de finaliste.
autre,2023,11,Dfinir le registre soutenu. Prsentez les avantages et limites.
autre,2023,12,Rdiger un paragraphe argumentatif. Illustrez par un schma simple.
autre,2023,13,Conjuguer un verbe au pass simple. Donnez deux exemples prcis.
autre,2023,14,Corriger une phrase. Illustrez par un schma simple.
autre,2023,15,Transformer une phrase active en passive. Expliquez avec un exemple concret.
autre,2023,16,Rdiger une introduction. Expliquez avec un exemple concret.
autre,2023,17,Dfinir le genre thtral. Donnez une dfinition complte.
autre,2023,18,Identifier un temps verbal. Donnez une application pratique.
autre,2023,19,Transformer un discours direct. Expliquez selon le programme de finaliste.
autre,2023,20,Donner un synonyme. Illustrez par un schma simple.
