matiere,annee,num_question,texte_question
physique-chimie,2025,1,Dfinir l’nergie cintique. Rsumez en quelques lignes.
physique-chimie,2025,2,Dfinir une raction chimique. Rsumez en quelques lignes.
physique-chimie,2025,3,Dfinir un acide. Donnez une dfinition complte.
physique-chimie,2025,4,Donner la formule de la puissance lectrique. Donnez une application pratique.
physique-chimie,2025,5,Dfinir la tension lectrique. Donnez deux exemples prcis.
physique-chimie,2025,6,Donner la composition du noyau. Prsentez les tapes principales.
physique-chimie,2025,7,Dfinir une raction chimique. Illustrez par un schma simple.
physique-chimie,2025,8,Calculer une pression. Expliquez avec un exemple concret.
physique-chimie,2025,9,Dfinir la gravitation. Donnez une dfinition complte.
physique-chimie,2025,10,Citer des mtaux conducteurs. Donnez une dfinition complte.
physique-chimie,2025,11,Diffrencier masse et poids. Comparez avec une notion proche.
physique-chimie,2025,12,Citer des mtaux conducteurs. Prsentez les avantages et limites.
physique-chimie,2025,13,Citer des mtaux conducteurs. Rsumez en quelques lignes.
physique-chimie,2025,14,Expliquer la fusion. Donnez deux exemples prcis.
physique-chimie,2025,15,Donner la composition du noyau. Prsentez les avantages et limites.
physique-chimie,2025,16,Calculer une pression. Expliquez selon le programme de finaliste.
physique-chimie,2025,17,Citer les tats de la matire. Prsentez les tapes principales.
physique-chimie,2025,18,Citer des mtaux conducteurs. Prsentez les avantages et limites.
physique-chimie,2025,19,Dfinir l’nergie cintique. Prsentez les avantages et limites.
physique-chimie,2025,20,Dfinir un atome. Donnez une application pratique.
