matiere,annee,num_question,texte_question
histoire-géo,2024,1,Dfinir la dmocratie. Illustrez par un schma simple.
histoire-géo,2024,2,Dfinir latitude et longitude. Prsentez les tapes principales.
histoire-géo,2024,3,Citer les provinces de la RDC. Comparez avec une notion proche.
histoire-géo,2024,4,Citer les ressources minires de la RDC. Rsumez en quelques lignes.
histoire-géo,2024,5,Citer les royaumes africains anciens. Expliquez selon le programme de finaliste.
histoire-géo,2024,6,Citer les royaumes africains anciens. Expliquez selon le programme de finaliste.
histoire-géo,2024,7,Dfinir une carte gographique. Comparez avec une notion proche.
histoire-géo,2024,8,Expliquer le rle de l’ONU. Comparez avec une notion proche.
histoire-géo,2024,9,Dfinir la savane. Expliquez selon le programme de finaliste.
histoire-géo,2024,10,Dfinir un climat tropical. Illustrez par un schma simple.
histoire-géo,2024,11,Expliquer l’importance du fleuve Congo. Expliquez avec un exemple concret.
histoire-géo,2024,12,Citer les royaumes africains anciens. Prsentez les tapes principales.
histoire-géo,2024,13,Expliquer le changement climatique. Expliquez avec un exemple concret.
histoire-géo,2024,14,Expliquer le changement climatique. Donnez deux exemples prcis.
histoire-géo,2024,15,Expliquer le rle de l’ONU. Donnez deux exemples prcis.
histoire-géo,2024,16,Expliquer l’importance du fleuve Congo. Donnez deux exemples prcis.
histoire-géo,2024,17,Dfinir un climat tropical. Expliquez avec un exemple concret.
histoire-géo,2024,18,Dfinir la dmocratie. Comparez avec une notion proche.
histoire-géo,2024,19,Citer des organisations internationales. Expliquez selon le programme de finaliste.
histoire-géo,2024,20,Dfinir la savane. Comparez avec une notion proche.
