matiere,annee,num_question,texte_question
autre,2020,1,Identifier une figure de style. Comparez avec une notion proche.
autre,2020,2,Transformer une phrase active en passive. Expliquez avec un exemple concret.
autre,2020,3,Conjuguer un verbe au pass simple. Prsentez les avantages et limites.
autre,2020,4,Dfinir une proposition subordonne. Comparez avec une notion proche.
autre,2020,5,Conjuguer un verbe au pass simple. Donnez une dfinition complte.
autre,2020,6,Corriger une phrase. Prsentez les avantages et limites.
autre,2020,7,Accorder un participe pass. Prsentez les tapes principales.
autre,2020,8,Dfinir le complment d’objet direct. Expliquez selon le programme de finaliste.
autre,2020,9,Donner un antonyme. Illustrez par un schma simple.
autre,2020,10,Conjuguer un verbe au pass simple. Donnez une dfinition complte.
autre,2020,11,Rdiger une introduction. Prsentez les avantages et limites.
autre,2020,12,Dfinir une proposition subordonne. Rsumez en quelques lignes.
autre,2020,13,Donner un exemple de mtaphore. Expliquez selon le programme de finaliste.
autre,2020,14,Accorder un participe pass. Expliquez selon le programme de finaliste.
autre,2020,15,Identifier un champ lexical. Comparez avec une notion proche.
autre,2020,16,Identifier une figure de style. Illustrez par un schma simple.
autre,2020,17,Transformer une phrase active en passive. Donnez une application pratique.
autre,2020,18,Diffrencier auteur et narrateur. Rsumez en quelques lignes.
autre,2020,19,Expliquer le rle du narrateur. Rsumez en quelques lignes.
autre,2020,20,Donner un exemple de mtaphore. Prsentez les avantages et limites.
