matiere,annee,num_question,texte_question
autre,2020,1,Identifier un temps verbal. Donnez deux exemples prcis.
autre,2020,2,Transformer un discours direct. Donnez une dfinition complte.
autre,2020,3,Identifier un champ lexical. Illustrez par un schma simple.
autre,2020,4,Donner un synonyme. Donnez deux exemples prcis.
autre,2020,5,Corriger une phrase. Illustrez par un schma simple.
autre,2020,6,Dfinir le registre soutenu. Donnez une dfinition complte.
autre,2020,7,Expliquer le rle du narrateur. Donnez une dfinition complte.
autre,2020,8,Dfinir le genre thtral. Comparez avec une notion proche.
autre,2020,9,Former une phrase au conditionnel. Prsentez les tapes principales.
autre,2020,10,Dfinir le complment d’objet direct. Comparez avec une notion proche.
autre,2020,11,Dfinir le registre soutenu. Prsentez les avantages et limites.
autre,2020,12,Dfinir le registre soutenu. Donnez une application pratique.
autre,2020,13,Rdiger une introduction. Donnez une application pratique.
autre,2020,14,Expliquer le rle du narrateur. Rsumez en quelques lignes.
autre,2020,15,Dfinir le genre thtral. Illustrez par un schma simple.
autre,2020,16,Rdiger une introduction. Donnez deux exemples prcis.
autre,2020,17,Rdiger une introduction. Prsentez les avantages et limites.
autre,2020,18,Donner un synonyme. Prsentez les tapes principales.
autre,2020,19,Donner un antonyme. Expliquez selon le programme de finaliste.
autre,2020,20,Identifier une figure de style. Prsentez les avantages et limites.
