matiere,annee,num_question,texte_question
biologie,2018,1,Expliquer le rle de l’ADN. Expliquez avec un exemple concret.
biologie,2018,2,Dfinir la photosynthse. Donnez une application pratique.
biologie,2018,3,Dfinir un tissu. Donnez deux exemples prcis.
biologie,2018,4,Expliquer la reproduction sexue. Comparez avec une notion proche.
biologie,2018,5,Expliquer la chane alimentaire. Donnez une application pratique.
biologie,2018,6,Expliquer le rle du noyau. Prsentez les tapes principales.
biologie,2018,7,Donner les groupes sanguins. Expliquez avec un exemple concret.
biologie,2018,8,Citer les besoins nutritifs des plantes. Prsentez les avantages et limites.
biologie,2018,9,Dfinir la photosynthse. Donnez deux exemples prcis.
biologie,2018,10,Dfinir une maladie hrditaire. Expliquez selon le programme de finaliste.
biologie,2018,11,Expliquer la reproduction sexue. Donnez deux exemples prcis.
biologie,2018,12,Expliquer la chane alimentaire. Expliquez selon le programme de finaliste.
biologie,2018,13,Expliquer la respiration. Rsumez en quelques lignes.
biologie,2018,14,Citer des maladies infectieuses. Comparez avec une notion proche.
biologie,2018,15,Dfinir une maladie hrditaire. Expliquez avec un exemple concret.
biologie,2018,16,Dfinir l’immunit. Comparez avec une notion proche.
biologie,2018,17,Expliquer le rle de l’ADN. Expliquez selon le programme de finaliste.
biologie,2018,18,Expliquer la reproduction sexue. Donnez deux exemples prcis.
biologie,2018,19,Dfinir un cosystme. Donnez deux exemples prcis.
biologie,2018,20,Expliquer le rle du noyau. Donnez une application pratique.
