matiere,annee,num_question,texte_question
biologie,2018,1,Citer les parties d’une cellule. Prsentez les tapes principales.
biologie,2018,2,Dfinir la photosynthse. Comparez avec une notion proche.
biologie,2018,3,Expliquer le rle de l’ADN. Donnez deux exemples prcis.
biologie,2018,4,Dfinir l’immunit. Prsentez les tapes principales.
biologie,2018,5,Donner les groupes sanguins. Donnez une dfinition complte.
biologie,2018,6,Dfinir la photosynthse. Comparez avec une notion proche.
biologie,2018,7,Dfinir la photosynthse. Rsumez en quelques lignes.
biologie,2018,8,Dfinir un tissu. Prsentez les tapes principales.
biologie,2018,9,Diffrencier virus et bactrie. Prsentez les tapes principales.
biologie,2018,10,Expliquer le rle de l’ADN. Prsentez les avantages et limites.
biologie,2018,11,Diffrencier virus et bactrie. Expliquez avec un exemple concret.
biologie,2018,12,Dfinir un tissu. Donnez une application pratique.
biologie,2018,13,Expliquer le rle de l’ADN. Illustrez par un schma simple.
biologie,2018,14,Dfinir un cosystme. Donnez une dfinition complte.
biologie,2018,15,Expliquer la chane alimentaire. Illustrez par un schma simple.
biologie,2018,16,Citer les tapes de la digestion. Illustrez par un schma simple.
biologie,2018,17,Expliquer la reproduction sexue. Expliquez avec un exemple concret.
biologie,2018,18,Citer les parties d’une cellule. Donnez une application pratique.
biologie,2018,19,Dfinir un cosystme. Expliquez avec un exemple concret.
biologie,2018,20,Dfinir une maladie hrditaire. Expliquez avec un exemple concret.
