matiere,annee,num_question,texte_question
mathématiques,2021,1,Calculer une drive simple. Donnez deux exemples prcis.
mathématiques,2021,2,Rsoudre une quation logarithmique. Rsumez en quelques lignes.
mathématiques,2021,3,Dvelopper une expression. Illustrez par un schma simple.
mathématiques,2021,4,Dterminer une quation de droite. Donnez une dfinition complte.
mathématiques,2021,5,noncer le thorme de Pythagore. Expliquez avec un exemple concret.
mathématiques,2021,6,Calculer une moyenne. Donnez une dfinition complte.
mathématiques,2021,7,Calculer le discriminant. Comparez avec une notion proche.
mathématiques,2021,8,Calculer un sinus. Donnez une dfinition complte.
mathématiques,2021,9,Calculer un volume. Expliquez avec un exemple concret.
mathématiques,2021,10,Tracer un tableau de signe. Donnez deux exemples prcis.
mathématiques,2021,11,Calculer un volume. Prsentez les avantages et limites.
mathématiques,2021,12,Calculer une moyenne. Illustrez par un schma simple.
mathématiques,2021,13,Rsoudre une quation du second degr. Donnez une application pratique.
mathématiques,2021,14,Dterminer une primitive. Rsumez en quelques lignes.
mathématiques,2021,15,Dvelopper une expression. Rsumez en quelques lignes.
mathématiques,2021,16,Dfinir une suite gomtrique. Expliquez avec un exemple concret.
mathématiques,2021,17,Calculer une aire. Prsentez les avantages et limites.
mathématiques,2021,18,Calculer un volume. Rsumez en quelques lignes.
mathématiques,2021,19,Calculer un volume. Comparez avec une notion proche.
mathématiques,2021,20,Calculer un volume. Comparez avec une notion proche.
