matiere,annee,num_question,texte_question
autre,2024,1,Expliquer le rle du narrateur. Expliquez avec un exemple concret.
autre,2024,2,Donner un antonyme. Prsentez les tapes principales.
autre,2024,3,Identifier un champ lexical. Illustrez par un schma simple.
autre,2024,4,Identifier un temps verbal. Prsentez les avantages et limites.
autre,2024,5,Dfinir le registre soutenu. Donnez une dfinition complte.
autre,2024,6,Diffrencier auteur et narrateur. Donnez une application pratique.
autre,2024,7,Dfinir une proposition subordonne. Donnez une application pratique.
autre,2024,8,Donner un synonyme. Prsentez les avantages et limites.
autre,2024,9,Identifier un champ lexical. Rsumez en quelques lignes.
autre,2024,10,Transformer un discours direct. Prsentez les tapes principales.
autre,2024,11,Identifier un temps verbal. Donnez deux exemples prcis.
autre,2024,12,Dfinir une proposition subordonne. Illustrez par un schma simple.
autre,2024,13,Diffrencier auteur et narrateur. Prsentez les avantages et limites.
autre,2024,14,Dfinir une proposition subordonne. Donnez deux exemples prcis.
autre,2024,15,Transformer une phrase active en passive. Illustrez par un schma simple.
autre,2024,16,Donner un antonyme. Donnez deux exemples prcis.
autre,2024,17,Identifier un champ lexical. Prsentez les avantages et limites.
autre,2024,18,Transformer une phrase active en passive. Prsentez les tapes principales.
autre,2024,19,Dfinir le complment d’objet direct. Expliquez avec un exemple concret.
autre,2024,20,Former une phrase au conditionnel. Donnez deux exemples prcis.
