matiere,annee,num_question,texte_question
biologie,2025,1,Donner les groupes sanguins. Illustrez par un schma simple.
biologie,2025,2,Citer les organes digestifs. Illustrez par un schma simple.
biologie,2025,3,Diffrencier virus et bactrie. Expliquez avec un exemple concret.
biologie,2025,4,Citer les parties d’une cellule. Expliquez selon le programme de finaliste.
biologie,2025,5,Citer les organes digestifs. Donnez une dfinition complte.
biologie,2025,6,Dfinir la mitose. Prsentez les tapes principales.
biologie,2025,7,Expliquer le rle de l’ADN. Prsentez les avantages et limites.
biologie,2025,8,Dfinir une maladie hrditaire. Donnez une application pratique.
biologie,2025,9,Donner les groupes sanguins. Rsumez en quelques lignes.
biologie,2025,10,Diffrencier virus et bactrie. Donnez une application pratique.
biologie,2025,11,Dfinir la photosynthse. Prsentez les tapes principales.
biologie,2025,12,Expliquer le rle du noyau. Prsentez les avantages et limites.
biologie,2025,13,Donner les groupes sanguins. Comparez avec une notion proche.
biologie,2025,14,Citer des maladies infectieuses. Donnez deux exemples prcis.
biologie,2025,15,Expliquer la respiration. Illustrez par un schma simple.
biologie,2025,16,Citer les organes digestifs. Rsumez en quelques lignes.
biologie,2025,17,Dfinir un tissu. Prsentez les avantages et limites.
biologie,2025,18,Expliquer le rle des globules rouges. Expliquez selon le programme de finaliste.
biologie,2025,19,Expliquer le rle de l’ADN. Rsumez en quelques lignes.
biologie,2025,20,Expliquer la reproduction sexue. Expliquez selon le programme de finaliste.
