matiere,annee,num_question,texte_question
physique-chimie,2023,1,Calculer une pression. Expliquez avec un exemple concret.
physique-chimie,2023,2,Donner la composition du noyau. Donnez une application pratique.
physique-chimie,2023,3,Calculer une pression. Expliquez avec un exemple concret.
physique-chimie,2023,4,Calculer une pression. Rsumez en quelques lignes.
physique-chimie,2023,5,Dfinir l’vaporation. Rsumez en quelques lignes.
physique-chimie,2023,6,Dfinir l’nergie cintique. Prsentez les avantages et limites.
physique-chimie,2023,7,Diffrencier masse et poids. Comparez avec une notion proche.
physique-chimie,2023,8,Diffrencier masse et poids. Illustrez par un schma simple.
physique-chimie,2023,9,noncer la loi d’Ohm. Illustrez par un schma simple.
physique-chimie,2023,10,Citer des mtaux conducteurs. Donnez deux exemples prcis.
physique-chimie,2023,11,noncer la loi d’Ohm. Donnez deux exemples prcis.
physique-chimie,2023,12,Expliquer la rfraction. Donnez deux exemples prcis.
physique-chimie,2023,13,Citer les tats de la matire. Prsentez les avantages et limites.
physique-chimie,2023,14,Expliquer la rfraction. Expliquez avec un exemple concret.
physique-chimie,2023,15,Citer les tats de la matire. Donnez deux exemples prcis.
physique-chimie,2023,16,Dfinir un acide. Expliquez avec un exemple concret.
physique-chimie,2023,17,Dfinir la gravitation. Donnez une application pratique.
physique-chimie,2023,18,Donner la formule de la puissance lectrique. Donnez une application pratique.
physique-chimie,2023,19,Citer les tats de la matire. Prsentez les tapes principales.
physique-chimie,2023,20,Dfinir la tension lectrique. Donnez deux exemples prcis.
