matiere,annee,num_question,texte_question
biologie,2020,1,Expliquer la reproduction sexue. Donnez une application pratique.
biologie,2020,2,Donner les groupes sanguins. Donnez deux exemples prcis.
biologie,2020,3,Citer les organes digestifs. Rsumez en quelques lignes.
biologie,2020,4,Dfinir l’immunit. Donnez deux exemples prcis.
biologie,2020,5,Expliquer la respiration. Illustrez par un schma simple.
biologie,2020,6,Expliquer le rle de l’ADN. Donnez une application pratique.
biologie,2020,7,Dfinir un cosystme. Rsumez en quelques lignes.
biologie,2020,8,Expliquer la chane alimentaire. Expliquez avec un exemple concret.
biologie,2020,9,Citer les parties d’une cellule. Rsumez en quelques lignes.
biologie,2020,10,Dfinir la photosynthse. Prsentez les tapes principales.
biologie,2020,11,Expliquer la chane alimentaire. Prsentez les avantages et limites.
biologie,2020,12,Dfinir une maladie hrditaire. Expliquez selon le programme de finaliste.
biologie,2020,13,Dfinir la photosynthse. Illustrez par un schma simple.
biologie,2020,14,Citer les parties d’une cellule. Donnez une application pratique.
biologie,2020,15,Dfinir la cellule. Comparez avec une notion proche.
biologie,2020,16,Dfinir la mitose. Expliquez selon le programme de finaliste.
biologie,2020,17,Expliquer la respiration. Rsumez en quelques lignes.
biologie,2020,18,Donner les groupes sanguins. Comparez avec une notion proche.
biologie,2020,19,Dfinir un tissu. Expliquez selon le programme de finaliste.
biologie,2020,20,Dfinir une maladie hrditaire. Expliquez avec un exemple concret.
