matiere,annee,num_question,texte_question
mathématiques,2024,1,Factoriser une expression. Comparez avec une notion proche.
mathématiques,2024,2,Calculer une aire. Illustrez par un schma simple.
mathématiques,2024,3,Calculer le discriminant. Illustrez par un schma simple.
mathématiques,2024,4,Dfinir une suite arithmtique. Expliquez selon le programme de finaliste.
mathématiques,2024,5,Tracer un tableau de signe. Rsumez en quelques lignes.
mathématiques,2024,6,Dfinir une suite gomtrique. Prsentez les tapes principales.
mathématiques,2024,7,Calculer une moyenne. Comparez avec une notion proche.
mathématiques,2024,8,Rsoudre une quation du second degr. Rsumez en quelques lignes.
mathématiques,2024,9,Tracer un tableau de signe. Donnez une dfinition complte.
mathématiques,2024,10,Calculer un sinus. Donnez deux exemples prcis.
mathématiques,2024,11,Rsoudre une inquation. Rsumez en quelques lignes.
mathématiques,2024,12,Dterminer une image par fonction. Expliquez selon le programme de finaliste.
mathématiques,2024,13,Rsoudre une quation du second degr. Illustrez par un schma simple.
mathématiques,2024,14,Dterminer une primitive. Donnez une dfinition complte.
mathématiques,2024,15,Dfinir une suite arithmtique. Illustrez par un schma simple.
mathématiques,2024,16,Dfinir une suite arithmtique. Comparez avec une notion proche.
mathématiques,2024,17,Factoriser une expression. Donnez une dfinition complte.
mathématiques,2024,18,Calculer une moyenne. Illustrez par un schma simple.
mathématiques,2024,19,Calculer une limite. Prsentez les avantages et limites.
mathématiques,2024,20,Rsoudre une quation du second degr. Illustrez par un schma simple.
