matiere,annee,num_question,texte_question
mathématiques,2018,1,Calculer une drive simple. Prsentez les avantages et limites.
mathématiques,2018,2,Dterminer une image par fonction. Donnez une application pratique.
mathématiques,2018,3,Dterminer une image par fonction. Expliquez avec un exemple concret.
mathématiques,2018,4,Dterminer une quation de droite. Donnez une dfinition complte.
mathématiques,2018,5,Rsoudre un systme d’quations. Expliquez avec un exemple concret.
mathématiques,2018,6,Calculer une moyenne. Expliquez avec un exemple concret.
mathématiques,2018,7,Calculer le discriminant. Comparez avec une notion proche.
mathématiques,2018,8,noncer le thorme de Pythagore. Prsentez les tapes principales.
mathématiques,2018,9,Rsoudre une quation logarithmique. Donnez une dfinition complte.
mathématiques,2018,10,Rsoudre une quation logarithmique. Donnez une application pratique.
mathématiques,2018,11,Calculer un volume. Illustrez par un schma simple.
mathématiques,2018,12,Dterminer une primitive. Comparez avec une notion proche.
mathématiques,2018,13,Dfinir une suite gomtrique. Prsentez les tapes principales.
mathématiques,2018,14,Rsoudre une quation du second degr. Rsumez en quelques lignes.
mathématiques,2018,15,Calculer une drive simple. Illustrez par un schma simple.
mathématiques,2018,16,noncer le thorme de Pythagore. Comparez avec une notion proche.
mathématiques,2018,17,Dvelopper une expression. Donnez deux exemples prcis.
mathématiques,2018,18,Factoriser une expression. Expliquez selon le programme de finaliste.
mathématiques,2018,19,Calculer une moyenne. Expliquez selon le programme de finaliste.
mathématiques,2018,20,Rsoudre un systme d’quations. Prsentez les avantages et limites.
