matiere,annee,num_question,texte_question
physique-chimie,2019,1,noncer la loi d’Ohm. Donnez une dfinition complte.
physique-chimie,2019,2,Citer des mtaux conducteurs. Donnez une dfinition complte.
physique-chimie,2019,3,Donner la composition du noyau. Expliquez avec un exemple concret.
physique-chimie,2019,4,Donner la formule de la puissance lectrique. Donnez une dfinition complte.
physique-chimie,2019,5,Dfinir la vitesse. Illustrez par un schma simple.
physique-chimie,2019,6,Dfinir la vitesse. Donnez deux exemples prcis.
physique-chimie,2019,7,Citer des mtaux conducteurs. Illustrez par un schma simple.
physique-chimie,2019,8,Expliquer la rfraction. Donnez deux exemples prcis.
physique-chimie,2019,9,noncer la loi d’Ohm. Donnez deux exemples prcis.
physique-chimie,2019,10,Dfinir la vitesse. Donnez une application pratique.
physique-chimie,2019,11,Donner la formule de la puissance lectrique. Donnez deux exemples prcis.
physique-chimie,2019,12,quilibrer une quation chimique. Illustrez par un schma simple.
physique-chimie,2019,13,Dfinir l’vaporation. Rsumez en quelques lignes.
physique-chimie,2019,14,Citer des mtaux conducteurs. Comparez avec une notion proche.
physique-chimie,2019,15,Expliquer la rfraction. Prsentez les avantages et limites.
physique-chimie,2019,16,Dfinir la vitesse. Rsumez en quelques lignes.
physique-chimie,2019,17,quilibrer une quation chimique. Expliquez avec un exemple concret.
physique-chimie,2019,18,quilibrer une quation chimique. Rsumez en quelques lignes.
physique-chimie,2019,19,quilibrer une quation chimique. Prsentez les tapes principales.
physique-chimie,2019,20,Dfinir la gravitation. Expliquez selon le programme de finaliste.
